Date;n
2019-11-16;23
2019-11-17;24
2019-11-18;28
2019-11-19;17
2019-11-20;39
2019-11-21;48
2019-11-22;24
2019-11-23;22
2019-11-24;0
2019-11-25;31
2019-11-26;38
2019-11-27;39
2019-11-28;26
2019-11-29;35
2019-11-30;27
2019-12-01;16
2019-12-02;25
2019-12-03;20
2019-12-04;25
2019-12-05;22
2019-12-06;31
2019-12-07;0
2019-12-08;0
2019-12-09;18
2019-12-10;26
2019-12-11;35
2019-12-12;30
2019-12-13;26
2019-12-14;0
2019-12-15;17
2019-12-16;100
2019-12-17;78
2019-12-18;71
2019-12-19;42
2019-12-20;23
2019-12-21;33
2019-12-22;21
2019-12-23;19
2019-12-24;27
2019-12-25;24
2019-12-26;25
2019-12-27;30
2019-12-28;26
2019-12-29;19
2019-12-30;25
2019-12-31;28
2020-01-01;18
2020-01-02;32
2020-01-03;34
2020-01-04;18
2020-01-05;0
2020-01-06;27
2020-01-07;32
2020-01-08;25
2020-01-09;27
2020-01-10;21
2020-01-11;21
2020-01-12;23
2020-01-13;32
2020-01-14;38
2020-01-15;47
2020-01-16;26
