Date;n
2019-11-16;38
2019-11-17;21
2019-11-18;24
2019-11-19;20
2019-11-20;42
2019-11-21;55
2019-11-22;33
2019-11-23;24
2019-11-24;0
2019-11-25;30
2019-11-26;34
2019-11-27;32
2019-11-28;33
2019-11-29;24
2019-11-30;30
2019-12-01;20
2019-12-02;28
2019-12-03;20
2019-12-04;24
2019-12-05;19
2019-12-06;28
2019-12-07;0
2019-12-08;17
2019-12-09;19
2019-12-10;33
2019-12-11;23
2019-12-12;32
2019-12-13;17
2019-12-14;0
2019-12-15;17
2019-12-16;100
2019-12-17;83
2019-12-18;63
2019-12-19;40
2019-12-20;25
2019-12-21;26
2019-12-22;23
2019-12-23;22
2019-12-24;20
2019-12-25;21
2019-12-26;27
2019-12-27;32
2019-12-28;24
2019-12-29;19
2019-12-30;0
2019-12-31;33
2020-01-01;25
2020-01-02;33
2020-01-03;36
2020-01-04;19
2020-01-05;21
2020-01-06;38
2020-01-07;33
2020-01-08;27
2020-01-09;33
2020-01-10;28
2020-01-11;21
2020-01-12;22
2020-01-13;28
2020-01-14;29
2020-01-15;49
2020-01-16;25
